
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| SAD Guess                         :      0.200u      0.000s      0.033w      2 calls
HF: Form G                          :      0.017u      0.000s      0.002w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.017u      0.000s      0.001w     18 calls
| | PK computes JK                  :      0.017u      0.000s      0.001w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      1.717u      0.083s      0.316w     16 calls
HF: Form C                          :      0.000u      0.000s      0.005w     16 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.011w      2 calls
trans_ints                          :      0.417u      0.017s      0.084w      1 calls
| Trans (OV|OV)                     :      0.383u      0.017s      0.076w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.000s      0.016w      1 calls
MP2 Energy                          :      0.067u      0.017s      0.015w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:30:38 2024
Timers Off: Wed Dec  4 13:30:41 2024

Wall Time:        3.89 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.367u      0.017s      0.232w      2 calls
Libint2ERI::Libint2ERI              :      0.150u      0.017s      0.042w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.024w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      2 calls
HF: Guess                           :      0.333u      0.033s      0.052w      2 calls
SAD Guess                           :      0.317u      0.033s      0.050w      2 calls
HF: Form G                          :      0.067u      0.000s      0.006w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.067u      0.000s      0.005w     24 calls
PK computes JK                      :      0.067u      0.000s      0.005w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      2.000u      0.067s      0.378w     22 calls
HF: Form C                          :      0.050u      0.000s      0.009w     22 calls
trans_ints                          :      0.567u      0.017s      0.111w      1 calls
Trans (OV|OV)                       :      0.533u      0.017s      0.103w      1 calls
Sort chem -> phys                   :      0.017u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.017u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.017s      0.017w      1 calls
MP2 Energy                          :      0.100u      0.000s      0.017w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.367u      0.017s      0.232w      2 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.028w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.024w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      2 calls
HF: Guess                           :      0.333u      0.033s      0.052w      2 calls
| SAD Guess                         :      0.317u      0.033s      0.050w      2 calls
HF: Form G                          :      0.067u      0.000s      0.006w     24 calls
| JK: D                             :      0.000u      0.000s      0.000w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :      0.067u      0.000s      0.005w     24 calls
| | PK computes JK                  :      0.067u      0.000s      0.005w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      2.000u      0.067s      0.378w     22 calls
HF: Form C                          :      0.050u      0.000s      0.009w     22 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.014w      2 calls
trans_ints                          :      0.567u      0.017s      0.111w      1 calls
| Trans (OV|OV)                     :      0.533u      0.017s      0.103w      1 calls
| Sort chem -> phys                 :      0.017u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.017s      0.017w      1 calls
MP2 Energy                          :      0.100u      0.000s      0.017w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:30:42 2024
Timers Off: Wed Dec  4 13:31:24 2024

Wall Time:       42.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     12.400u      0.050s      7.487w      2 calls
Libint2ERI::Libint2ERI              :      0.550u      0.017s      0.175w      6 calls
HF: Form core H                     :      0.033u      0.000s      0.040w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      2 calls
HF: Guess                           :      0.500u      0.033s      0.077w      2 calls
SAD Guess                           :      0.483u      0.033s      0.075w      2 calls
HF: Form G                          :      1.400u      0.017s      0.216w     26 calls
JK: D                               :      0.000u      0.000s      0.001w     26 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     26 calls
JK: JK                              :      1.383u      0.017s      0.215w     26 calls
PK computes JK                      :      1.383u      0.017s      0.214w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.000w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.083u      0.100s      0.377w     24 calls
HF: Form C                          :      0.217u      0.000s      0.032w     24 calls
trans_ints                          :      5.367u      0.467s      1.342w      1 calls
Trans (OV|OV)                       :      5.217u      0.450s      1.313w      1 calls
Sort chem -> phys                   :      0.067u      0.017s      0.012w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.067u      0.017s      0.012w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.050u      0.000s      0.008w      1 calls
T2(1)                               :      0.533u      0.100s      0.101w      1 calls
MP2 Energy                          :      0.183u      0.017s      0.037w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     12.400u      0.050s      7.487w      2 calls
| Libint2ERI::Libint2ERI            :      0.183u      0.017s      0.118w      4 calls
HF: Form core H                     :      0.033u      0.000s      0.040w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      2 calls
HF: Guess                           :      0.500u      0.033s      0.077w      2 calls
| SAD Guess                         :      0.483u      0.033s      0.075w      2 calls
HF: Form G                          :      1.400u      0.017s      0.216w     26 calls
| JK: D                             :      0.000u      0.000s      0.001w     26 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     26 calls
| JK: JK                            :      1.383u      0.017s      0.215w     26 calls
| | PK computes JK                  :      1.383u      0.017s      0.214w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.000w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.083u      0.100s      0.377w     24 calls
HF: Form C                          :      0.217u      0.000s      0.032w     24 calls
Libint2ERI::Libint2ERI              :      0.367u      0.000s      0.058w      2 calls
trans_ints                          :      5.367u      0.467s      1.342w      1 calls
| Trans (OV|OV)                     :      5.217u      0.450s      1.313w      1 calls
| Sort chem -> phys                 :      0.067u      0.017s      0.012w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.067u      0.017s      0.012w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.050u      0.000s      0.008w      1 calls
T2(1)                               :      0.533u      0.100s      0.101w      1 calls
MP2 Energy                          :      0.183u      0.017s      0.037w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:31:24 2024
Timers Off: Wed Dec  4 13:31:27 2024

Wall Time:        2.73 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.067u      0.017s      0.050w      2 calls
Libint2ERI::Libint2ERI              :      0.050u      0.017s      0.022w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.019w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.333u      0.017s      0.052w      2 calls
SAD Guess                           :      0.317u      0.017s      0.050w      2 calls
HF: Form G                          :      0.017u      0.000s      0.002w     22 calls
JK: D                               :      0.000u      0.000s      0.000w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      0.017u      0.000s      0.001w     22 calls
PK computes JK                      :      0.017u      0.000s      0.001w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.750u      0.067s      0.323w     20 calls
HF: Form C                          :      0.033u      0.000s      0.006w     20 calls
trans_ints                          :      0.400u      0.017s      0.081w      1 calls
Trans (OV|OV)                       :      0.367u      0.017s      0.075w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.017u      0.000s      0.000w      1 calls
T2(1)                               :      0.067u      0.000s      0.012w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.014w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.067u      0.017s      0.050w      2 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.014w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.019w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.333u      0.017s      0.052w      2 calls
| SAD Guess                         :      0.317u      0.017s      0.050w      2 calls
HF: Form G                          :      0.017u      0.000s      0.002w     22 calls
| JK: D                             :      0.000u      0.000s      0.000w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      0.017u      0.000s      0.001w     22 calls
| | PK computes JK                  :      0.017u      0.000s      0.001w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.750u      0.067s      0.323w     20 calls
HF: Form C                          :      0.033u      0.000s      0.006w     20 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.007w      2 calls
trans_ints                          :      0.400u      0.017s      0.081w      1 calls
| Trans (OV|OV)                     :      0.367u      0.017s      0.075w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.017u      0.000s      0.000w      1 calls
T2(1)                               :      0.067u      0.000s      0.012w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.014w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:29:25 2024
Timers Off: Wed Dec  4 13:40:13 2024

Wall Time:      647.84 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    165.517u      2.217s    101.290w      2 calls
Libint2ERI::Libint2ERI              :      0.767u      0.033s      0.649w      6 calls
HF: Form core H                     :      0.083u      0.000s      0.089w      2 calls
HF: Form S/X                        :      0.050u      0.000s      0.036w      2 calls
HF: Guess                           :      0.100u      0.017s      0.075w      2 calls
SAD Guess                           :      0.100u      0.017s      0.069w      2 calls
HF: Form G                          :     16.217u      0.000s      9.816w     20 calls
JK: D                               :      0.000u      0.000s      0.003w     20 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     20 calls
JK: JK                              :     16.217u      0.000s      9.809w     20 calls
PK computes JK                      :     16.217u      0.000s      9.808w     20 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.003w     20 calls
HF: Form D                          :      0.017u      0.000s      0.002w     20 calls
HF: DIIS                            :      0.667u      1.467s      1.284w     18 calls
HF: Form C                          :      0.450u      0.000s      0.264w     18 calls
trans_ints                          :    114.900u     14.783s     78.262w      1 calls
Trans (OV|OV)                       :    114.783u     14.450s     77.979w      1 calls
Sort chem -> phys                   :      0.050u      0.217s      0.154w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.050u      0.217s      0.154w      1 calls
Trans OEI                           :      0.000u      0.000s      0.002w      1 calls
Build Denominators                  :      0.067u      0.117s      0.117w      1 calls
T2(1)                               :      0.267u      1.717s      1.202w      1 calls
MP2 Energy                          :      0.133u      0.350s      0.312w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    165.517u      2.217s    101.290w      2 calls
| Libint2ERI::Libint2ERI            :      0.517u      0.033s      0.497w      4 calls
HF: Form core H                     :      0.083u      0.000s      0.089w      2 calls
HF: Form S/X                        :      0.050u      0.000s      0.036w      2 calls
HF: Guess                           :      0.100u      0.017s      0.075w      2 calls
| SAD Guess                         :      0.100u      0.017s      0.069w      2 calls
HF: Form G                          :     16.217u      0.000s      9.816w     20 calls
| JK: D                             :      0.000u      0.000s      0.003w     20 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     20 calls
| JK: JK                            :     16.217u      0.000s      9.809w     20 calls
| | PK computes JK                  :     16.217u      0.000s      9.808w     20 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.003w     20 calls
HF: Form D                          :      0.017u      0.000s      0.002w     20 calls
HF: DIIS                            :      0.667u      1.467s      1.284w     18 calls
HF: Form C                          :      0.450u      0.000s      0.264w     18 calls
Libint2ERI::Libint2ERI              :      0.250u      0.000s      0.152w      2 calls
trans_ints                          :    114.900u     14.783s     78.262w      1 calls
| Trans (OV|OV)                     :    114.783u     14.450s     77.979w      1 calls
| Sort chem -> phys                 :      0.050u      0.217s      0.154w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.050u      0.217s      0.154w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.002w      1 calls
| Build Denominators                :      0.067u      0.117s      0.117w      1 calls
T2(1)                               :      0.267u      1.717s      1.202w      1 calls
MP2 Energy                          :      0.133u      0.350s      0.312w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:40:14 2024
Timers Off: Wed Dec  4 13:40:20 2024

Wall Time:        5.81 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.667u      0.033s      0.408w      2 calls
Libint2ERI::Libint2ERI              :      0.083u      0.017s      0.054w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.027w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      2 calls
HF: Guess                           :      0.067u      0.017s      0.045w      2 calls
SAD Guess                           :      0.067u      0.017s      0.044w      2 calls
HF: Form G                          :      0.000u      0.000s      0.025w     18 calls
JK: D                               :      0.000u      0.000s      0.000w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      0.000u      0.000s      0.024w     18 calls
PK computes JK                      :      0.000u      0.000s      0.024w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      0.517u      0.067s      0.332w     16 calls
HF: Form C                          :      0.000u      0.000s      0.012w     16 calls
trans_ints                          :      0.150u      0.050s      0.221w      1 calls
Trans (OV|OV)                       :      0.150u      0.050s      0.211w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.000s      0.021w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.018w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.667u      0.033s      0.408w      2 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.038w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.027w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      2 calls
HF: Guess                           :      0.067u      0.017s      0.045w      2 calls
| SAD Guess                         :      0.067u      0.017s      0.044w      2 calls
HF: Form G                          :      0.000u      0.000s      0.025w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.000u      0.000s      0.024w     18 calls
| | PK computes JK                  :      0.000u      0.000s      0.024w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      0.517u      0.067s      0.332w     16 calls
HF: Form C                          :      0.000u      0.000s      0.012w     16 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.016w      2 calls
trans_ints                          :      0.150u      0.050s      0.221w      1 calls
| Trans (OV|OV)                     :      0.150u      0.050s      0.211w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.000s      0.021w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.018w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:40:20 2024
Timers Off: Wed Dec  4 13:40:33 2024

Wall Time:       12.74 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.150u      0.050s      1.330w      2 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.070w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.026w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      2 calls
HF: Guess                           :      0.117u      0.033s      0.073w      2 calls
SAD Guess                           :      0.117u      0.033s      0.071w      2 calls
HF: Form G                          :      0.183u      0.000s      0.149w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.183u      0.000s      0.148w     24 calls
PK computes JK                      :      0.183u      0.000s      0.148w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      0.567u      1.350s      1.148w     22 calls
HF: Form C                          :      0.050u      0.000s      0.028w     22 calls
trans_ints                          :      1.033u      0.233s      0.903w      1 calls
Trans (OV|OV)                       :      1.017u      0.233s      0.866w      1 calls
Sort chem -> phys                   :      0.017u      0.000s      0.003w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.017u      0.000s      0.003w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.000u      0.017s      0.031w      1 calls
MP2 Energy                          :      0.000u      0.017s      0.020w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.150u      0.050s      1.330w      2 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.048w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.026w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      2 calls
HF: Guess                           :      0.117u      0.033s      0.073w      2 calls
| SAD Guess                         :      0.117u      0.033s      0.071w      2 calls
HF: Form G                          :      0.183u      0.000s      0.149w     24 calls
| JK: D                             :      0.000u      0.000s      0.000w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :      0.183u      0.000s      0.148w     24 calls
| | PK computes JK                  :      0.183u      0.000s      0.148w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      0.567u      1.350s      1.148w     22 calls
HF: Form C                          :      0.050u      0.000s      0.028w     22 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.022w      2 calls
trans_ints                          :      1.033u      0.233s      0.903w      1 calls
| Trans (OV|OV)                     :      1.017u      0.233s      0.866w      1 calls
| Sort chem -> phys                 :      0.017u      0.000s      0.003w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.000s      0.003w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.000u      0.017s      0.031w      1 calls
MP2 Energy                          :      0.000u      0.017s      0.020w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:31:27 2024
Timers Off: Wed Dec  4 13:41:26 2024

Wall Time:      598.80 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    166.800u      2.250s    101.758w      2 calls
Libint2ERI::Libint2ERI              :      1.483u      0.067s      0.501w      6 calls
HF: Form core H                     :      0.083u      0.017s      0.075w      2 calls
HF: Form S/X                        :      0.300u      0.000s      0.054w      2 calls
HF: Guess                           :      0.467u      0.000s      0.072w      2 calls
SAD Guess                           :      0.433u      0.000s      0.065w      2 calls
HF: Form G                          :     34.783u      0.483s      9.616w     20 calls
JK: D                               :      0.000u      0.000s      0.002w     20 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     20 calls
JK: JK                              :     34.767u      0.483s      9.611w     20 calls
PK computes JK                      :     34.767u      0.483s      9.610w     20 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.017u      0.000s      0.001w     20 calls
HF: Form D                          :      0.000u      0.000s      0.002w     20 calls
HF: DIIS                            :      2.317u      0.100s      0.420w     18 calls
HF: Form C                          :      1.050u      0.000s      0.163w     18 calls
trans_ints                          :    140.983u     14.200s     50.954w      1 calls
Trans (OV|OV)                       :    140.167u     13.850s     50.674w      1 calls
Sort chem -> phys                   :      0.117u      0.217s      0.155w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.117u      0.217s      0.155w      1 calls
Trans OEI                           :      0.017u      0.000s      0.001w      1 calls
Build Denominators                  :      0.617u      0.133s      0.114w      1 calls
T2(1)                               :      2.317u      1.567s      1.109w      1 calls
MP2 Energy                          :      0.733u      0.333s      0.324w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    166.800u      2.250s    101.758w      2 calls
| Libint2ERI::Libint2ERI            :      0.500u      0.033s      0.351w      4 calls
HF: Form core H                     :      0.083u      0.017s      0.075w      2 calls
HF: Form S/X                        :      0.300u      0.000s      0.054w      2 calls
HF: Guess                           :      0.467u      0.000s      0.072w      2 calls
| SAD Guess                         :      0.433u      0.000s      0.065w      2 calls
HF: Form G                          :     34.783u      0.483s      9.616w     20 calls
| JK: D                             :      0.000u      0.000s      0.002w     20 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     20 calls
| JK: JK                            :     34.767u      0.483s      9.611w     20 calls
| | PK computes JK                  :     34.767u      0.483s      9.610w     20 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.017u      0.000s      0.001w     20 calls
HF: Form D                          :      0.000u      0.000s      0.002w     20 calls
HF: DIIS                            :      2.317u      0.100s      0.420w     18 calls
HF: Form C                          :      1.050u      0.000s      0.163w     18 calls
Libint2ERI::Libint2ERI              :      0.983u      0.033s      0.151w      2 calls
trans_ints                          :    140.983u     14.200s     50.954w      1 calls
| Trans (OV|OV)                     :    140.167u     13.850s     50.674w      1 calls
| Sort chem -> phys                 :      0.117u      0.217s      0.155w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.117u      0.217s      0.155w      1 calls
| Trans OEI                         :      0.017u      0.000s      0.001w      1 calls
| Build Denominators                :      0.617u      0.133s      0.114w      1 calls
T2(1)                               :      2.317u      1.567s      1.109w      1 calls
MP2 Energy                          :      0.733u      0.333s      0.324w      1 calls

**************************************************************************************

Host: asaxlogin1.asc.edu

Timers On : Wed Dec  4 13:36:28 2024
Timers Off: Wed Dec  4 13:41:29 2024

Wall Time:      300.64 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     77.450u      3.100s     48.536w      2 calls
Libint2ERI::Libint2ERI              :      0.483u      0.033s      0.348w      6 calls
HF: Form core H                     :      0.050u      0.000s      0.093w      2 calls
HF: Form S/X                        :      0.033u      0.000s      0.019w      2 calls
HF: Guess                           :      0.167u      0.017s      0.280w      2 calls
SAD Guess                           :      0.167u      0.017s      0.278w      2 calls
HF: Form G                          :     11.783u      0.000s      7.103w     26 calls
JK: D                               :      0.000u      0.000s      0.002w     26 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     26 calls
JK: JK                              :     11.783u      0.000s      7.097w     26 calls
PK computes JK                      :     11.783u      0.000s      7.096w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.002w     26 calls
HF: Form D                          :      0.017u      0.000s      0.002w     26 calls
HF: DIIS                            :      0.617u      0.117s      1.267w     24 calls
HF: Form C                          :      0.350u      0.000s      0.197w     24 calls
trans_ints                          :     58.617u     16.317s     46.642w      1 calls
Trans (OV|OV)                       :     58.533u     16.033s     46.342w      1 calls
Sort chem -> phys                   :      0.050u      0.183s      0.130w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.050u      0.183s      0.130w      1 calls
Trans OEI                           :      0.000u      0.000s      0.061w      1 calls
Build Denominators                  :      0.033u      0.100s      0.081w      1 calls
T2(1)                               :      0.233u      1.383s      1.042w      1 calls
MP2 Energy                          :      0.083u      0.317s      0.288w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     77.450u      3.100s     48.536w      2 calls
| Libint2ERI::Libint2ERI            :      0.333u      0.033s      0.253w      4 calls
HF: Form core H                     :      0.050u      0.000s      0.093w      2 calls
HF: Form S/X                        :      0.033u      0.000s      0.019w      2 calls
HF: Guess                           :      0.167u      0.017s      0.280w      2 calls
| SAD Guess                         :      0.167u      0.017s      0.278w      2 calls
HF: Form G                          :     11.783u      0.000s      7.103w     26 calls
| JK: D                             :      0.000u      0.000s      0.002w     26 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     26 calls
| JK: JK                            :     11.783u      0.000s      7.097w     26 calls
| | PK computes JK                  :     11.783u      0.000s      7.096w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.002w     26 calls
HF: Form D                          :      0.017u      0.000s      0.002w     26 calls
HF: DIIS                            :      0.617u      0.117s      1.267w     24 calls
HF: Form C                          :      0.350u      0.000s      0.197w     24 calls
Libint2ERI::Libint2ERI              :      0.150u      0.000s      0.095w      2 calls
