
Host: asax028.asc.edu

Timers On : Tue Dec  3 15:08:32 2024
Timers Off: Tue Dec  3 15:09:06 2024

Wall Time:       34.23 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Build Denominators                  :      0.000u      0.017s      0.011w      1 calls
T2(1)                               :      0.050u      0.150s      0.133w      1 calls
MP2 Energy                          :      0.017u      0.033s      0.046w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     21.333u      0.583s     13.202w      2 calls
| Libint2ERI::Libint2ERI            :      0.317u      0.017s      0.190w      4 calls
HF: Form core H                     :      0.017u      0.000s      0.028w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.015w      2 calls
HF: Guess                           :      0.250u      0.000s      0.152w      2 calls
| SAD Guess                         :      0.233u      0.000s      0.150w      2 calls
HF: Form G                          :      3.933u      0.000s      2.385w     24 calls
| JK: D                             :      0.000u      0.000s      0.001w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :      3.933u      0.000s      2.381w     24 calls
| | PK computes JK                  :      3.933u      0.000s      2.380w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.001w     24 calls
HF: Form D                          :      0.000u      0.000s      0.001w     24 calls
HF: DIIS                            :      0.567u      0.083s      0.393w     22 calls
HF: Form C                          :      0.250u      0.000s      0.137w     22 calls
Libint2ERI::Libint2ERI              :      0.200u      0.000s      0.137w      3 calls
trans_ints                          :     17.633u      2.833s     12.441w      1 calls
| Trans (OV|OV)                     :     17.617u      2.800s     12.400w      1 calls
| Sort chem -> phys                 :      0.017u      0.017s      0.018w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.017s      0.018w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.001w      1 calls
| Build Denominators                :      0.000u      0.017s      0.011w      1 calls
T2(1)                               :      0.050u      0.150s      0.133w      1 calls
MP2 Energy                          :      0.017u      0.033s      0.046w      1 calls

**************************************************************************************

Host: asax028.asc.edu

Timers On : Tue Dec  3 17:19:31 2024
Timers Off: Tue Dec  3 17:20:07 2024

Wall Time:       35.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      4.517u      0.117s      2.990w      2 calls
Libint2ERI::Libint2ERI              :      0.200u      0.033s      0.350w      7 calls
HF: Form core H                     :      0.017u      0.000s      0.387w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.012w      2 calls
HF: Guess                           :      0.250u      0.000s      0.156w      2 calls
SAD Guess                           :      0.250u      0.000s      0.154w      2 calls
HF: Form G                          :      0.750u      0.000s      0.468w     22 calls
JK: D                               :      0.000u      0.000s      0.001w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      0.750u      0.000s      0.466w     22 calls
PK computes JK                      :      0.750u      0.000s      0.466w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      0.517u      0.117s      1.169w     20 calls
HF: Form C                          :      0.117u      0.000s      0.052w     20 calls
trans_ints                          :      3.467u      0.617s      2.565w      1 calls
Trans (OV|OV)                       :      3.450u      0.617s      2.553w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.002w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.002w      1 calls
Trans OEI                           :      0.017u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.001w      1 calls
T2(1)                               :      0.000u      0.017s      0.024w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.096w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      4.517u      0.117s      2.990w      2 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.033s      0.295w      4 calls
HF: Form core H                     :      0.017u      0.000s      0.387w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.012w      2 calls
HF: Guess                           :      0.250u      0.000s      0.156w      2 calls
| SAD Guess                         :      0.250u      0.000s      0.154w      2 calls
HF: Form G                          :      0.750u      0.000s      0.468w     22 calls
| JK: D                             :      0.000u      0.000s      0.001w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      0.750u      0.000s      0.466w     22 calls
| | PK computes JK                  :      0.750u      0.000s      0.466w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      0.517u      0.117s      1.169w     20 calls
HF: Form C                          :      0.117u      0.000s      0.052w     20 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.055w      3 calls
trans_ints                          :      3.467u      0.617s      2.565w      1 calls
| Trans (OV|OV)                     :      3.450u      0.617s      2.553w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.002w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.002w      1 calls
| Trans OEI                         :      0.017u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.001w      1 calls
T2(1)                               :      0.000u      0.017s      0.024w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.096w      1 calls

**************************************************************************************
